oid,classALeRCE
sim_CEP_00803,CEP
sim_E_00323,E
sim_SNII_00419,SNII
sim_SLSN_00025,SLSN
sim_LPV_00180,LPV
sim_YSO_00617,YSO
sim_RRL_00835,RRL
sim_QSO_00800,QSO
sim_DSCT_00186,DSCT
sim_SNIbc_00692,SNIbc
sim_Periodic-Other_00763,Periodic-Other
sim_DSCT_00851,DSCT
sim_SNIbc_00877,SNIbc
sim_SNIbc_00373,SNIbc
sim_RRL_00173,RRL
sim_DSCT_00805,DSCT
sim_Periodic-Other_00258,Periodic-Other
sim_Periodic-Other_00034,Periodic-Other
sim_YSO_00760,YSO
sim_CEP_00489,CEP
sim_Blazar_00243,Blazar
sim_Periodic-Other_00301,Periodic-Other
sim_SNIbc_00466,SNIbc
sim_SLSN_00955,SLSN
sim_CV_Nova_00659,CV_Nova
sim_SNII_00360,SNII
sim_SLSN_00475,SLSN
sim_CEP_00729,CEP
sim_YSO_00683,YSO
sim_RRL_00886,RRL
sim_Periodic-Other_00644,Periodic-Other
sim_DSCT_00155,DSCT
sim_Blazar_00960,Blazar
sim_AGN_00129,AGN
sim_SNII_00802,SNII
sim_CV_Nova_00299,CV_Nova
sim_QSO_00680,QSO
sim_E_00526,E
sim_SNIbc_00201,SNIbc
sim_RRL_00984,RRL
sim_DSCT_00280,DSCT
sim_E_00020,E
sim_CEP_00263,CEP
sim_SNIa_00330,SNIa
sim_RRL_00958,RRL
sim_CEP_00638,CEP
sim_Blazar_00128,Blazar
sim_SNII_00806,SNII
sim_CEP_00472,CEP
sim_SNIa_00842,SNIa
sim_RRL_00420,RRL
sim_QSO_00628,QSO
sim_QSO_00740,QSO
sim_LPV_00246,LPV
sim_Periodic-Other_00621,Periodic-Other
sim_DSCT_00197,DSCT
sim_SNIa_00243,SNIa
sim_CEP_00858,CEP
sim_Blazar_00838,Blazar
sim_DSCT_00187,DSCT
sim_SNIa_00511,SNIa
sim_Blazar_00296,Blazar
sim_Blazar_00819,Blazar
sim_AGN_00881,AGN
sim_SNII_00567,SNII
sim_SLSN_00474,SLSN
sim_LPV_00146,LPV
sim_QSO_00264,QSO
sim_SNII_00460,SNII
sim_E_00260,E
sim_CV_Nova_00810,CV_Nova
sim_Periodic-Other_00366,Periodic-Other
sim_SNIbc_00343,SNIbc
sim_QSO_00170,QSO
sim_SNIa_00524,SNIa
sim_CV_Nova_00413,CV_Nova
sim_DSCT_00388,DSCT
sim_RRL_00817,RRL
sim_Blazar_00227,Blazar
sim_CEP_00552,CEP
sim_CV_Nova_00684,CV_Nova
sim_SLSN_00406,SLSN
sim_Periodic-Other_00055,Periodic-Other
sim_QSO_00951,QSO
sim_SLSN_00128,SLSN
sim_SNIa_00918,SNIa
sim_Blazar_00206,Blazar
sim_DSCT_00927,DSCT
sim_Periodic-Other_00506,Periodic-Other
sim_Periodic-Other_00406,Periodic-Other
sim_YSO_00375,YSO
sim_Periodic-Other_00748,Periodic-Other
sim_AGN_00577,AGN
sim_AGN_00505,AGN
sim_E_00528,E
sim_CEP_00873,CEP
sim_LPV_00595,LPV
sim_QSO_00533,QSO
sim_SNIa_00674,SNIa
sim_Blazar_00530,Blazar
sim_RRL_00944,RRL
sim_DSCT_00711,DSCT
sim_YSO_00423,YSO
sim_DSCT_00028,DSCT
sim_SNIbc_00002,SNIbc
sim_SLSN_00191,SLSN
sim_AGN_00683,AGN
sim_E_00208,E
sim_DSCT_00757,DSCT
sim_DSCT_00928,DSCT
sim_DSCT_00492,DSCT
sim_SNIbc_00632,SNIbc
sim_QSO_00405,QSO
sim_SNIa_00119,SNIa
sim_SNIbc_00381,SNIbc
sim_LPV_00131,LPV
sim_CV_Nova_00613,CV_Nova
sim_CV_Nova_00569,CV_Nova
sim_SNIa_00854,SNIa
sim_CEP_00499,CEP
sim_SNIa_00007,SNIa
sim_Periodic-Other_00920,Periodic-Other
sim_DSCT_00405,DSCT
sim_AGN_00467,AGN
sim_Periodic-Other_00750,Periodic-Other
sim_DSCT_00741,DSCT
sim_SLSN_00880,SLSN
sim_YSO_00362,YSO
sim_E_00760,E
sim_SLSN_00585,SLSN
sim_CEP_00452,CEP
sim_Blazar_00567,Blazar
sim_E_00739,E
sim_Periodic-Other_00463,Periodic-Other
sim_AGN_00426,AGN
sim_SNIbc_00765,SNIbc
sim_YSO_00244,YSO
sim_DSCT_00253,DSCT
sim_CEP_00944,CEP
sim_CEP_00747,CEP
sim_CV_Nova_00446,CV_Nova
sim_YSO_00255,YSO
sim_CV_Nova_00789,CV_Nova
sim_Periodic-Other_00714,Periodic-Other
sim_RRL_00233,RRL
sim_Blazar_00007,Blazar
sim_CV_Nova_00100,CV_Nova
sim_SNII_00058,SNII
sim_RRL_00246,RRL
sim_SLSN_00780,SLSN
sim_SNII_00890,SNII
sim_SNIbc_00950,SNIbc
sim_AGN_00757,AGN
sim_E_00460,E
sim_SNIa_00296,SNIa
sim_SNIa_00325,SNIa
sim_YSO_00582,YSO
sim_QSO_00914,QSO
sim_RRL_00243,RRL
sim_DSCT_00770,DSCT
sim_RRL_00516,RRL
sim_E_00823,E
sim_CV_Nova_00252,CV_Nova
sim_Periodic-Other_00743,Periodic-Other
sim_QSO_00623,QSO
sim_RRL_00601,RRL
sim_RRL_00239,RRL
sim_Periodic-Other_00667,Periodic-Other
sim_Periodic-Other_00264,Periodic-Other
sim_Periodic-Other_00090,Periodic-Other
sim_YSO_00645,YSO
sim_AGN_00312,AGN
sim_YSO_00571,YSO
sim_CV_Nova_00445,CV_Nova
sim_SNIa_00502,SNIa
sim_Periodic-Other_00369,Periodic-Other
sim_DSCT_00704,DSCT
sim_QSO_00050,QSO
sim_E_00033,E
sim_SLSN_00326,SLSN
sim_LPV_00199,LPV
sim_RRL_00299,RRL
sim_AGN_00878,AGN
sim_RRL_00142,RRL
sim_SLSN_00095,SLSN
sim_SLSN_00596,SLSN
sim_DSCT_00375,DSCT
sim_DSCT_00440,DSCT
sim_SNIa_00204,SNIa
sim_CEP_00985,CEP
sim_LPV_00705,LPV
sim_DSCT_00922,DSCT
sim_SNII_00122,SNII
sim_SNII_00678,SNII
sim_SNII_00828,SNII
sim_LPV_00341,LPV
sim_CV_Nova_00757,CV_Nova
sim_AGN_00856,AGN
sim_QSO_00838,QSO
sim_LPV_00903,LPV
sim_Periodic-Other_00627,Periodic-Other
sim_SNIa_00947,SNIa
sim_AGN_00359,AGN
sim_CV_Nova_00172,CV_Nova
sim_LPV_00258,LPV
sim_AGN_00040,AGN
sim_Periodic-Other_00221,Periodic-Other
sim_CEP_00210,CEP
sim_SNII_00215,SNII
sim_AGN_00862,AGN
sim_RRL_00004,RRL
sim_CV_Nova_00274,CV_Nova
sim_SNIa_00696,SNIa
sim_SNIbc_00447,SNIbc
sim_SLSN_00650,SLSN
sim_SNIbc_00980,SNIbc
sim_Periodic-Other_00183,Periodic-Other
sim_YSO_00325,YSO
sim_Periodic-Other_00881,Periodic-Other
sim_CV_Nova_00756,CV_Nova
sim_LPV_00149,LPV
sim_DSCT_00762,DSCT
sim_CEP_00561,CEP
sim_Blazar_00078,Blazar
sim_SLSN_00969,SLSN
sim_RRL_00915,RRL
sim_SNII_00815,SNII
sim_SNIa_00122,SNIa
sim_CEP_00518,CEP
sim_Blazar_00408,Blazar
sim_LPV_00286,LPV
sim_CEP_00997,CEP
sim_SLSN_00905,SLSN
sim_Periodic-Other_00566,Periodic-Other
sim_SNIbc_00427,SNIbc
sim_SNII_00766,SNII
sim_LPV_00317,LPV
sim_Blazar_00003,Blazar
sim_YSO_00196,YSO
sim_DSCT_00497,DSCT
sim_CV_Nova_00265,CV_Nova
sim_RRL_00178,RRL
sim_SLSN_00132,SLSN
sim_QSO_00063,QSO
sim_CEP_00941,CEP
sim_E_00385,E
sim_Blazar_00894,Blazar
sim_SNIbc_00336,SNIbc
sim_YSO_00559,YSO
sim_Periodic-Other_00056,Periodic-Other
sim_E_00976,E
sim_SNIa_00990,SNIa
sim_SNIbc_00546,SNIbc
sim_RRL_00558,RRL
sim_RRL_00926,RRL
sim_CEP_00106,CEP
sim_CV_Nova_00007,CV_Nova
sim_RRL_00395,RRL
sim_Blazar_00734,Blazar
sim_CEP_00092,CEP
sim_AGN_00318,AGN
sim_DSCT_00135,DSCT
sim_RRL_00095,RRL
sim_Blazar_00373,Blazar
sim_SNII_00209,SNII
sim_LPV_00710,LPV
sim_SNII_00914,SNII
sim_CV_Nova_00614,CV_Nova
sim_RRL_00023,RRL
sim_Periodic-Other_00628,Periodic-Other
sim_AGN_00629,AGN
sim_AGN_00913,AGN
sim_SNII_00951,SNII
sim_QSO_00992,QSO
sim_AGN_00280,AGN
sim_RRL_00742,RRL
sim_SLSN_00378,SLSN
sim_CEP_00372,CEP
sim_E_00324,E
sim_SNIbc_00984,SNIbc
sim_DSCT_00649,DSCT
sim_YSO_00021,YSO
sim_CEP_00515,CEP
sim_CV_Nova_00629,CV_Nova
sim_SLSN_00681,SLSN
sim_AGN_00470,AGN
sim_LPV_00842,LPV
sim_LPV_00695,LPV
sim_Blazar_00847,Blazar
sim_SLSN_00230,SLSN
sim_YSO_00988,YSO
sim_QSO_00005,QSO
sim_CEP_00543,CEP
sim_AGN_00726,AGN
sim_QSO_00868,QSO
sim_AGN_00740,AGN
sim_SLSN_00829,SLSN
sim_RRL_00697,RRL
sim_DSCT_00301,DSCT
sim_QSO_00111,QSO
sim_SNII_00323,SNII
sim_YSO_00901,YSO
sim_DSCT_00988,DSCT
sim_SLSN_00743,SLSN
sim_RRL_00940,RRL
sim_Periodic-Other_00664,Periodic-Other
sim_CV_Nova_00349,CV_Nova
sim_QSO_00145,QSO
sim_SNII_00490,SNII
sim_CEP_00009,CEP
sim_Periodic-Other_00081,Periodic-Other
sim_E_00135,E
sim_YSO_00982,YSO
sim_QSO_00578,QSO
sim_Periodic-Other_00104,Periodic-Other
sim_YSO_00062,YSO
sim_SNIbc_00990,SNIbc
sim_SLSN_00954,SLSN
sim_Blazar_00503,Blazar
sim_AGN_00958,AGN
sim_Blazar_00865,Blazar
sim_YSO_00089,YSO
sim_RRL_00654,RRL
sim_YSO_00480,YSO
sim_E_00085,E
sim_DSCT_00311,DSCT
sim_Periodic-Other_00409,Periodic-Other
sim_SNIbc_00815,SNIbc
sim_CV_Nova_00189,CV_Nova
sim_SNIa_00816,SNIa
sim_QSO_00894,QSO
sim_SNIbc_00189,SNIbc
sim_SNII_00838,SNII
sim_E_00275,E
sim_DSCT_00306,DSCT
sim_YSO_00569,YSO
sim_E_00924,E
sim_Periodic-Other_00519,Periodic-Other
sim_AGN_00072,AGN
sim_YSO_00688,YSO
sim_SLSN_00220,SLSN
sim_SNII_00594,SNII
sim_AGN_00027,AGN
sim_SLSN_00740,SLSN
sim_LPV_00511,LPV
sim_CEP_00669,CEP
sim_RRL_00856,RRL
sim_DSCT_00270,DSCT
sim_YSO_00936,YSO
sim_Blazar_00571,Blazar
sim_LPV_00866,LPV
sim_SNIa_00400,SNIa
sim_CV_Nova_00184,CV_Nova
sim_RRL_00476,RRL
sim_SLSN_00032,SLSN
sim_Blazar_00625,Blazar
sim_CV_Nova_00546,CV_Nova
sim_SNIa_00263,SNIa
sim_SNII_00699,SNII
sim_SNIa_00260,SNIa
sim_SLSN_00277,SLSN
sim_AGN_00314,AGN
sim_Periodic-Other_00666,Periodic-Other
sim_LPV_00885,LPV
sim_CV_Nova_00145,CV_Nova
sim_SNIa_00908,SNIa
sim_CV_Nova_00662,CV_Nova
sim_SNIa_00236,SNIa
sim_YSO_00537,YSO
sim_Blazar_00224,Blazar
sim_AGN_00052,AGN
sim_SNIa_00771,SNIa
sim_AGN_00329,AGN
sim_QSO_00442,QSO
sim_RRL_00184,RRL
sim_SNII_00693,SNII
sim_DSCT_00559,DSCT
sim_QSO_00506,QSO
sim_SNIa_00387,SNIa
sim_CEP_00826,CEP
sim_SNIa_00950,SNIa
sim_RRL_00174,RRL
sim_CEP_00583,CEP
sim_AGN_00712,AGN
sim_AGN_00685,AGN
sim_AGN_00350,AGN
sim_DSCT_00771,DSCT
sim_YSO_00065,YSO
sim_YSO_00580,YSO
sim_Blazar_00033,Blazar
sim_Blazar_00326,Blazar
sim_CEP_00365,CEP
sim_RRL_00689,RRL
sim_AGN_00073,AGN
sim_SNII_00205,SNII
sim_CEP_00056,CEP
sim_E_00580,E
sim_RRL_00530,RRL
sim_SNIbc_00866,SNIbc
sim_SLSN_00875,SLSN
sim_SNIbc_00819,SNIbc
sim_SNIbc_00890,SNIbc
sim_SNIa_00242,SNIa
sim_SNIbc_00103,SNIbc
sim_SNII_00446,SNII
sim_DSCT_00881,DSCT
sim_AGN_00246,AGN
sim_Periodic-Other_00146,Periodic-Other
sim_LPV_00031,LPV
sim_AGN_00818,AGN
sim_Periodic-Other_00065,Periodic-Other
sim_AGN_00890,AGN
sim_DSCT_00858,DSCT
sim_LPV_00398,LPV
sim_AGN_00555,AGN
sim_CEP_00528,CEP
sim_Periodic-Other_00776,Periodic-Other
sim_RRL_00776,RRL
sim_SNIbc_00396,SNIbc
sim_QSO_00410,QSO
sim_SLSN_00937,SLSN
sim_LPV_00724,LPV
sim_SLSN_00536,SLSN
sim_SNII_00065,SNII
sim_AGN_00389,AGN
sim_LPV_00635,LPV
sim_DSCT_00850,DSCT
sim_CV_Nova_00740,CV_Nova
sim_AGN_00784,AGN
sim_CEP_00351,CEP
sim_SNII_00960,SNII
sim_CEP_00447,CEP
sim_LPV_00552,LPV
sim_RRL_00630,RRL
sim_RRL_00411,RRL
sim_SNIa_00203,SNIa
sim_DSCT_00467,DSCT
sim_YSO_00477,YSO
sim_CEP_00713,CEP
sim_DSCT_00795,DSCT
sim_RRL_00953,RRL
sim_Periodic-Other_00114,Periodic-Other
sim_SLSN_00571,SLSN
sim_DSCT_00728,DSCT
sim_QSO_00772,QSO
sim_RRL_00964,RRL
sim_CV_Nova_00166,CV_Nova
sim_Periodic-Other_00811,Periodic-Other
sim_RRL_00106,RRL
sim_LPV_00549,LPV
sim_SLSN_00991,SLSN
sim_SLSN_00533,SLSN
sim_LPV_00488,LPV
sim_DSCT_00834,DSCT
sim_E_00922,E
sim_RRL_00181,RRL
sim_Blazar_00008,Blazar
sim_SNIbc_00714,SNIbc
sim_Blazar_00888,Blazar
sim_E_00183,E
sim_SNIbc_00625,SNIbc
sim_DSCT_00469,DSCT
sim_LPV_00993,LPV
sim_E_00065,E
sim_SLSN_00122,SLSN
sim_RRL_00842,RRL
sim_SNIa_00634,SNIa
sim_Periodic-Other_00278,Periodic-Other
sim_YSO_00469,YSO
sim_CV_Nova_00795,CV_Nova
sim_YSO_00037,YSO
sim_AGN_00366,AGN
sim_AGN_00638,AGN
sim_DSCT_00460,DSCT
sim_YSO_00263,YSO
sim_CV_Nova_00928,CV_Nova
sim_DSCT_00758,DSCT
sim_YSO_00781,YSO
sim_SNIbc_00479,SNIbc
sim_E_00432,E
sim_SNIbc_00114,SNIbc
sim_RRL_00035,RRL
sim_QSO_00673,QSO
sim_QSO_00968,QSO
sim_DSCT_00864,DSCT
sim_LPV_00849,LPV
sim_CV_Nova_00050,CV_Nova
sim_SNIbc_00571,SNIbc
sim_CV_Nova_00620,CV_Nova
sim_DSCT_00385,DSCT
sim_Periodic-Other_00202,Periodic-Other
sim_CEP_00271,CEP
sim_DSCT_00598,DSCT
sim_Blazar_00216,Blazar
sim_QSO_00306,QSO
sim_Blazar_00026,Blazar
sim_LPV_00007,LPV
sim_LPV_00847,LPV
sim_CEP_00141,CEP
sim_RRL_00065,RRL
sim_CEP_00838,CEP
sim_Periodic-Other_00904,Periodic-Other
sim_YSO_00376,YSO
sim_QSO_00507,QSO
sim_RRL_00908,RRL
sim_CV_Nova_00974,CV_Nova
sim_E_00597,E
sim_DSCT_00498,DSCT
sim_CV_Nova_00277,CV_Nova
sim_SNII_00082,SNII
sim_YSO_00542,YSO
sim_CEP_00695,CEP
sim_QSO_00452,QSO
sim_SLSN_00796,SLSN
sim_SNIbc_00416,SNIbc
sim_LPV_00700,LPV
sim_SLSN_00693,SLSN
sim_Blazar_00706,Blazar
sim_CEP_00689,CEP
sim_SNII_00265,SNII
sim_CEP_00494,CEP
sim_CV_Nova_00708,CV_Nova
sim_QSO_00265,QSO
sim_Blazar_00196,Blazar
sim_CEP_00072,CEP
sim_SNIbc_00898,SNIbc
sim_E_00974,E
sim_SNII_00574,SNII
sim_CEP_00933,CEP
sim_LPV_00428,LPV
sim_QSO_00703,QSO
sim_SNIa_00148,SNIa
sim_CEP_00038,CEP
sim_CV_Nova_00116,CV_Nova
sim_CV_Nova_00393,CV_Nova
sim_AGN_00109,AGN
sim_LPV_00630,LPV
sim_SNIbc_00647,SNIbc
sim_E_00465,E
sim_LPV_00487,LPV
sim_SNIbc_00646,SNIbc
sim_RRL_00664,RRL
sim_SNII_00792,SNII
sim_DSCT_00750,DSCT
sim_DSCT_00853,DSCT
sim_E_00160,E
sim_DSCT_00130,DSCT
sim_QSO_00132,QSO
sim_SNII_00982,SNII
sim_CEP_00715,CEP
sim_Blazar_00964,Blazar
sim_AGN_00273,AGN
sim_CEP_00680,CEP
sim_Periodic-Other_00945,Periodic-Other
sim_E_00936,E
sim_DSCT_00593,DSCT
sim_SNIbc_00663,SNIbc
sim_E_00117,E
sim_RRL_00608,RRL
sim_AGN_00841,AGN
sim_CV_Nova_00300,CV_Nova
sim_LPV_00662,LPV
sim_CEP_00775,CEP
sim_Blazar_00043,Blazar
sim_SNIa_00264,SNIa
sim_Periodic-Other_00844,Periodic-Other
sim_AGN_00552,AGN
sim_E_00821,E
sim_DSCT_00885,DSCT
sim_CEP_00352,CEP
sim_SNIbc_00581,SNIbc
sim_SNII_00137,SNII
sim_SLSN_00384,SLSN
sim_E_00623,E
sim_CV_Nova_00886,CV_Nova
sim_YSO_00453,YSO
sim_CV_Nova_00633,CV_Nova
sim_SLSN_00904,SLSN
sim_YSO_00915,YSO
sim_SLSN_00037,SLSN
sim_CEP_00328,CEP
sim_LPV_00523,LPV
sim_SNIa_00170,SNIa
sim_Periodic-Other_00645,Periodic-Other
sim_CV_Nova_00247,CV_Nova
sim_LPV_00843,LPV
sim_QSO_00827,QSO
sim_SNII_00459,SNII
sim_SNIbc_00260,SNIbc
sim_SNIbc_00803,SNIbc
sim_Blazar_00802,Blazar
sim_LPV_00942,LPV
sim_SNII_00464,SNII
sim_SLSN_00840,SLSN
sim_E_00720,E
sim_E_00960,E
sim_Periodic-Other_00792,Periodic-Other
sim_SNII_00231,SNII
sim_CEP_00658,CEP
sim_SLSN_00072,SLSN
sim_DSCT_00354,DSCT
sim_QSO_00920,QSO
sim_SNIbc_00642,SNIbc
sim_CV_Nova_00183,CV_Nova
sim_LPV_00015,LPV
sim_LPV_00210,LPV
sim_E_00889,E
sim_LPV_00525,LPV
sim_SNII_00031,SNII
sim_RRL_00171,RRL
sim_AGN_00080,AGN
sim_CV_Nova_00595,CV_Nova
sim_QSO_00161,QSO
sim_SNIbc_00545,SNIbc
sim_CEP_00626,CEP
sim_CEP_00196,CEP
sim_Blazar_00915,Blazar
sim_E_00422,E
sim_YSO_00531,YSO
sim_E_00263,E
sim_CV_Nova_00956,CV_Nova
sim_CV_Nova_00382,CV_Nova
sim_E_00967,E
sim_CEP_00487,CEP
sim_SLSN_00691,SLSN
sim_CV_Nova_00236,CV_Nova
sim_AGN_00135,AGN
sim_CEP_00671,CEP
sim_SNIbc_00198,SNIbc
sim_Periodic-Other_00838,Periodic-Other
sim_YSO_00932,YSO
sim_SNIa_00365,SNIa
sim_CV_Nova_00397,CV_Nova
sim_SNII_00052,SNII
sim_CV_Nova_00868,CV_Nova
sim_SNIbc_00156,SNIbc
sim_SNII_00057,SNII
sim_LPV_00736,LPV
sim_SNIa_00963,SNIa
sim_LPV_00533,LPV
sim_E_00559,E
sim_CV_Nova_00555,CV_Nova
sim_LPV_00353,LPV
sim_LPV_00521,LPV
sim_LPV_00361,LPV
sim_SNII_00302,SNII
sim_YSO_00602,YSO
sim_DSCT_00532,DSCT
sim_RRL_00156,RRL
sim_Periodic-Other_00949,Periodic-Other
sim_Blazar_00178,Blazar
sim_Periodic-Other_00178,Periodic-Other
sim_SNII_00831,SNII
sim_SLSN_00689,SLSN
sim_DSCT_00051,DSCT
sim_RRL_00063,RRL
sim_Blazar_00565,Blazar
sim_AGN_00118,AGN
sim_YSO_00436,YSO
sim_E_00424,E
sim_YSO_00379,YSO
sim_SNIa_00570,SNIa
sim_LPV_00423,LPV
sim_SNIa_00611,SNIa
sim_SNII_00526,SNII
sim_E_00219,E
sim_CV_Nova_00750,CV_Nova
sim_SNII_00955,SNII
sim_CEP_00378,CEP
sim_CV_Nova_00862,CV_Nova
sim_YSO_00093,YSO
sim_DSCT_00138,DSCT
sim_SNIa_00825,SNIa
sim_Periodic-Other_00208,Periodic-Other
sim_QSO_00120,QSO
sim_Periodic-Other_00517,Periodic-Other
sim_QSO_00261,QSO
sim_SLSN_00558,SLSN
sim_LPV_00573,LPV
sim_AGN_00837,AGN
sim_YSO_00398,YSO
sim_SNII_00811,SNII
sim_QSO_00745,QSO
sim_CV_Nova_00598,CV_Nova
sim_Blazar_00460,Blazar
sim_YSO_00507,YSO
sim_Blazar_00798,Blazar
sim_CV_Nova_00347,CV_Nova
sim_CV_Nova_00621,CV_Nova
sim_LPV_00370,LPV
sim_YSO_00970,YSO
sim_AGN_00971,AGN
sim_AGN_00384,AGN
sim_Blazar_00095,Blazar
sim_QSO_00998,QSO
sim_RRL_00623,RRL
sim_Blazar_00513,Blazar
sim_SNIa_00823,SNIa
sim_AGN_00182,AGN
sim_DSCT_00997,DSCT
sim_DSCT_00072,DSCT
sim_LPV_00202,LPV
sim_AGN_00614,AGN
sim_SNII_00327,SNII
sim_DSCT_00594,DSCT
sim_E_00148,E
sim_DSCT_00139,DSCT
sim_YSO_00314,YSO
sim_SNII_00391,SNII
sim_CV_Nova_00047,CV_Nova
sim_LPV_00167,LPV
sim_SNIa_00123,SNIa
sim_YSO_00941,YSO
sim_SNIbc_00550,SNIbc
sim_CEP_00509,CEP
sim_Blazar_00569,Blazar
sim_E_00222,E
sim_E_00631,E
sim_Blazar_00750,Blazar
sim_AGN_00465,AGN
sim_SNIbc_00834,SNIbc
sim_E_00963,E
sim_AGN_00126,AGN
sim_DSCT_00586,DSCT
sim_RRL_00254,RRL
sim_DSCT_00159,DSCT
sim_Blazar_00999,Blazar
sim_Periodic-Other_00698,Periodic-Other
sim_QSO_00228,QSO
sim_DSCT_00366,DSCT
sim_E_00083,E
sim_E_00274,E
sim_Blazar_00814,Blazar
sim_CEP_00480,CEP
sim_LPV_00786,LPV
sim_SNIbc_00032,SNIbc
sim_YSO_00948,YSO
sim_AGN_00588,AGN
sim_DSCT_00958,DSCT
sim_SNIbc_00847,SNIbc
sim_AGN_00981,AGN
sim_SNII_00364,SNII
sim_RRL_00276,RRL
sim_SLSN_00073,SLSN
sim_CEP_00542,CEP
sim_Periodic-Other_00579,Periodic-Other
sim_AGN_00813,AGN
sim_LPV_00726,LPV
sim_E_00094,E
sim_YSO_00138,YSO
sim_SLSN_00152,SLSN
sim_AGN_00047,AGN
sim_AGN_00358,AGN
sim_DSCT_00128,DSCT
sim_Blazar_00948,Blazar
sim_DSCT_00568,DSCT
sim_CV_Nova_00013,CV_Nova
sim_Blazar_00696,Blazar
sim_SNII_00528,SNII
sim_E_00697,E
sim_Blazar_00204,Blazar
sim_QSO_00908,QSO
sim_YSO_00635,YSO
sim_YSO_00080,YSO
sim_SNII_00445,SNII
sim_SNII_00343,SNII
sim_DSCT_00984,DSCT
sim_RRL_00269,RRL
sim_YSO_00659,YSO
sim_E_00695,E
sim_SNII_00444,SNII
sim_AGN_00532,AGN
sim_LPV_00415,LPV
sim_CEP_00529,CEP
sim_SNIbc_00768,SNIbc
sim_RRL_00939,RRL
sim_E_00365,E
sim_LPV_00818,LPV
sim_CV_Nova_00970,CV_Nova
sim_Periodic-Other_00179,Periodic-Other
sim_DSCT_00478,DSCT
sim_LPV_00470,LPV
sim_AGN_00896,AGN
sim_CEP_00578,CEP
sim_SNIa_00497,SNIa
sim_Blazar_00796,Blazar
sim_SNIbc_00891,SNIbc
sim_QSO_00636,QSO
sim_Periodic-Other_00639,Periodic-Other
sim_YSO_00829,YSO
sim_YSO_00844,YSO
sim_AGN_00158,AGN
sim_YSO_00769,YSO
sim_SNIbc_00806,SNIbc
sim_CV_Nova_00668,CV_Nova
sim_Periodic-Other_00851,Periodic-Other
sim_CEP_00079,CEP
sim_AGN_00639,AGN
sim_E_00393,E
sim_E_00900,E
sim_SLSN_00638,SLSN
sim_QSO_00186,QSO
sim_CEP_00778,CEP
sim_Blazar_00228,Blazar
sim_E_00044,E
sim_CV_Nova_00833,CV_Nova
sim_E_00018,E
sim_SLSN_00069,SLSN
sim_DSCT_00529,DSCT
sim_AGN_00041,AGN
sim_QSO_00943,QSO
sim_RRL_00892,RRL
sim_SLSN_00598,SLSN
sim_E_00875,E
sim_LPV_00350,LPV
sim_Periodic-Other_00122,Periodic-Other
sim_LPV_00513,LPV
sim_Blazar_00213,Blazar
sim_Periodic-Other_00389,Periodic-Other
sim_SLSN_00835,SLSN
sim_QSO_00105,QSO
sim_LPV_00629,LPV
sim_DSCT_00901,DSCT
sim_QSO_00212,QSO
sim_CV_Nova_00801,CV_Nova
sim_Blazar_00475,Blazar
sim_Periodic-Other_00341,Periodic-Other
sim_Blazar_00677,Blazar
sim_SNIa_00015,SNIa
sim_CV_Nova_00695,CV_Nova
sim_SNII_00123,SNII
sim_SNII_00382,SNII
sim_LPV_00362,LPV
sim_CEP_00101,CEP
sim_CV_Nova_00263,CV_Nova
sim_SNII_00430,SNII
sim_YSO_00841,YSO
sim_SNIbc_00321,SNIbc
sim_CEP_00947,CEP
sim_Blazar_00774,Blazar
sim_E_00126,E
sim_CEP_00847,CEP
sim_AGN_00775,AGN
sim_Blazar_00736,Blazar
sim_QSO_00571,QSO
sim_E_00441,E
sim_CV_Nova_00119,CV_Nova
sim_QSO_00297,QSO
sim_DSCT_00737,DSCT
sim_E_00090,E
sim_LPV_00134,LPV
sim_SLSN_00468,SLSN
sim_LPV_00655,LPV
sim_SLSN_00182,SLSN
sim_SLSN_00793,SLSN
sim_CEP_00836,CEP
sim_CEP_00159,CEP
sim_Blazar_00535,Blazar
sim_SLSN_00814,SLSN
sim_YSO_00554,YSO
sim_RRL_00410,RRL
sim_SNII_00484,SNII
sim_RRL_00805,RRL
sim_E_00289,E
sim_SNII_00130,SNII
sim_Blazar_00306,Blazar
sim_DSCT_00259,DSCT
sim_QSO_00851,QSO
sim_Blazar_00462,Blazar
sim_E_00770,E
sim_CV_Nova_00717,CV_Nova
sim_RRL_00075,RRL
sim_CV_Nova_00362,CV_Nova
sim_RRL_00133,RRL
sim_Blazar_00867,Blazar
sim_YSO_00365,YSO
sim_SNII_00768,SNII
sim_CEP_00687,CEP
sim_SLSN_00690,SLSN
sim_CV_Nova_00686,CV_Nova
sim_LPV_00496,LPV
sim_AGN_00659,AGN
sim_RRL_00059,RRL
sim_DSCT_00008,DSCT
sim_Blazar_00372,Blazar
sim_YSO_00551,YSO
sim_QSO_00989,QSO
sim_SLSN_00382,SLSN
sim_SLSN_00874,SLSN
sim_DSCT_00942,DSCT
sim_SLSN_00107,SLSN
sim_Periodic-Other_00026,Periodic-Other
sim_DSCT_00036,DSCT
sim_SNIa_00878,SNIa
sim_SNIa_00915,SNIa
sim_SLSN_00838,SLSN
sim_SNIbc_00628,SNIbc
sim_YSO_00479,YSO
sim_AGN_00707,AGN
sim_Blazar_00601,Blazar
sim_SNIa_00084,SNIa
sim_E_00026,E
sim_YSO_00678,YSO
sim_SNIbc_00283,SNIbc
sim_DSCT_00346,DSCT
